params,val
Optimised_NS,0.8984128709422596
tt,0.30400000170900143
cmelt,3.0716823196308254
FC,314.317722374749
Beta_1,2.2037843822118197
Beta_2,4.890793404685127
PWP,279.20597123102084
L1,7.972787091671269
K_uu,0.2701242788886489
K_ul,0.12369498121919663
K_d,0.19808239360615926
k_ll,0.08100124751593084
